"route_id","service_id","trip_id","trip_headsign","direction_id","shape_id"
"2755-10","USD","2755-10-0","Metrô Penha","0","63307"
"2755-10","USD","2755-10-1","Guaianazes","1","63308"
"2756-10","USD","2756-10-0","Metrô Patriarca","0","72347"
"2756-10","USD","2756-10-1","Guaianazes","1","72348"
"2762-10","USD","2762-10-0","Metrô Tatuapé","0","69196"
"2762-10","USD","2762-10-1","Ermelino Matarazzo","1","70167"
"2765-10","USD","2765-10-0","Metrô Tatuapé","0","52617"
"2765-10","USD","2765-10-1","Vl. Cisper","1","52618"
"2766-10","USD","2766-10-0","Metrô Itaquera","0","70462"
"2766-10","USD","2766-10-1","Jd. Camargo Velho","1","70463"
"2766-41","U__","2766-41-0","Metrô Itaquera","0","72465"
"2767-10","USD","2767-10-0","Metrô Tatuapé","0","70168"
"2767-10","USD","2767-10-1","Cid. Pedro José Nunes","1","56895"
"2769-10","USD","2769-10-0","Metrô Tatuapé","0","71850"
"2769-10","USD","2769-10-1","Jd. Romano","1","71851"
"2770-10","US_","2770-10-0","Metrô Vl. Matilde","0","71858"
"2770-10","US_","2770-10-1","Cptm José Bonifácio","1","71859"
"2772-10","USD","2772-10-0","Metrô Penha","0","70660"
"2772-10","USD","2772-10-1","Jd. Nazaré","1","64042"
"2780-10","USD","2780-10-0","Metrô Itaquera","0","72349"
"2780-10","USD","2780-10-1","Jd. Camargo Novo","1","72350"
"278A-10","USD","278A-10-0","Penha  ","0","71770"
"278A-10","USD","278A-10-1","Metrô Santana","1","71771"
"297A-10","USD","297A-10-0","Metrô Barra Funda","0","68614"
"297A-10","USD","297A-10-1","Jd. Primavera","1","68615"
"3001-10","USD","3001-10-0","Term. São Miguel","0","65189"
"3001-10","USD","3001-10-1","Itaim Paulista","1","65190"
"3002-10","USD","3002-10-0","São Miguel","0","59110"
"3002-10","USD","3002-10-1","Jd. Mabel","1","70196"
"3003-10","USD","3003-10-0","Cptm Vl. Mara/itaim","0","68769"
"3004-10","USD","3004-10-0","Cptm Vl. Mara/itaim","0","63785"
"3006-10","USD","3006-10-0","Cptm Guaianazes","0","62546"
"3006-10","USD","3006-10-1","Jd. Fanganielo","1","62547"
"3008-10","USD","3008-10-0","Cptm Itaim Paulista","0","70184"
"3008-10","USD","3008-10-1","Jd. Miriam","1","64570"
"3010-10","USD","3010-10-0","Term. A. E. Carvalho","0","70945"
"3010-10","USD","3010-10-1","Cem. Da Saudade","1","70946"
"3013-10","USD","3013-10-0","Metalúrgicos","0","68448"
"3015-10","U__","3015-10-0","Jd. Mabel","0","70194"
"3019-10","USD","3019-10-0","Vl. Paulista I","0","68451"
"3020-10","USD","3020-10-0","Shop. Aricanduva","0","64162"
"3020-10","USD","3020-10-1","Cohab José Bonifácio ","1","72277"
"3021-10","USD","3021-10-0","Term. Vl Prudente","0","69288"
"3021-10","USD","3021-10-1","Pq. Bancário","1","69289"
"3023-10","USD","3023-10-0","Pq. São Rafael","0","71085"
"3023-10","USD","3023-10-1","Shop. Aricanduva","1","71086"
"3024-10","US_","3024-10-0","Term. Vl Prudente","0","69310"
"3024-10","US_","3024-10-1","Vl. Industrial","1","69311"
"3025-10","USD","3025-10-0","Cptm Guaianazes","0","72413"
"3025-10","USD","3025-10-1","Jd. Wilma Flor","1","72414"
"3026-10","USD","3026-10-0","Cptm Guaianazes","0","69231"
"3026-10","USD","3026-10-1","Vl. Iolanda Ii","1","68809"
"3027-10","USD","3027-10-0","Shop. Aricanduva","0","72419"
"3027-10","USD","3027-10-1","Cptm Guaianazes","1","72420"
"3029-10","USD","3029-10-0","Metrô Tatuapé","0","71047"
"3029-10","USD","3029-10-1","Jd. Das Rosas","1","63348"
"3031-10","USD","3031-10-0","Metrô Itaquera","0","70424"
"3031-10","USD","3031-10-1","Jd. Alto Paulistano","1","70425"
"3032-10","USD","3032-10-0","Circular","0","63531"
"3033-10","USD","3033-10-0","São Mateus","0","63336"
"3033-10","USD","3033-10-1","Guaianazes","1","63337"
"3046-10","USD","3046-10-0","Metrô Tatuapé","0","69543"
"3046-10","USD","3046-10-1","Vl. Guarani","1","71048"
"3051-10","USD","3051-10-0","Term. A. E. Carvalho","0","69578"
"3051-10","USD","3051-10-1","Ermelino Matarazzo","1","70174"
"3053-10","USD","3053-10-0","Metrô Belém","0","71380"
"3053-10","USD","3053-10-1","Jd. Itápolis","1","71051"
"3054-10","USD","3054-10-0","Hosp. Sapopemba","0","71059"
"3054-10","USD","3054-10-1","Jd. Palanque","1","71060"
"3063-10","USD","3063-10-0","Term. São Mateus","0","58475"
"3063-10","USD","3063-10-1","Guaianazes","1","58476"
"3063-41","U__","3063-41-0","Term. São Mateus","0","71864"
"3063-41","U__","3063-41-1","Guaianazes","1","71865"
"3064-10","USD","3064-10-0","Cptm Guaianazes","0","56747"
"3064-10","USD","3064-10-1","Cid. Tiradentes","1","58093"
"3064-41","U__","3064-41-0","Sta. Etelvina Ii B6","0","52683"
"3069-10","USD","3069-10-0","Term. São Mateus","0","71083"
"3069-10","USD","3069-10-1","Jd. Recanto Verde Sol","1","71052"
"307C-10","USD","307C-10-0","Metrô Artur Alvim","0","70183"
"307C-10","USD","307C-10-1","Conj. Encosta Norte","1","54271"
"3098-10","USD","3098-10-0","Shop. Aricanduva","0","59711"
"3098-10","USD","3098-10-1","Jd. São Francisco","1","59712"
"3099-10","USD","3099-10-0","Jd. Da Conquista","0","63233"
"3099-10","USD","3099-10-1","Hosp. São Mateus","1","63234"
"3112-10","USD","3112-10-0","Metrô Belém","0","71991"
"3112-10","USD","3112-10-1","Vl. Industrial","1","71992"
"311C-10","USD","311C-10-0","Bom Retiro","0","64320"
"311C-10","USD","311C-10-1","Pq. São Lucas","1","65191"
"312N-10","USD","312N-10-0","São Miguel Paulista","0","58650"
"312N-10","USD","312N-10-1","Term. Cid. Tiradentes","1","69228"
"3134-10","USD","3134-10-0","Metrô Tamanduateí","0","71382"
"3134-10","USD","3134-10-1","Shop. Aricanduva","1","69948"
"3139-10","USD","3139-10-0","Pça. João Mendes","0","71660"
"3139-10","USD","3139-10-1","Jd. Vl. Formosa","1","71661"
"3141-10","USD","3141-10-0","Term. Pq. D. Pedro Ii","0","60507"
"3141-10","USD","3141-10-1","São Mateus","1","60508"
"314J-10","USD","314J-10-0","Pça. Almeida Jr.","0","69494"
"314J-10","USD","314J-10-1","Pq. Sta. Madalena","1","69495"
"314V-10","US_","314V-10-0","Pça. Almeida Jr.","0","69496"
"314V-10","US_","314V-10-1","Vl. Ema","1","69841"
"3160-10","USD","3160-10-0","Term. Pq. D. Pedro Ii","0","69874"
"3160-10","USD","3160-10-1","Term. Vl. Prudente","1","69920"
"3161-10","US_","3161-10-0","Term. Pq. D. Pedro Ii","0","64236"
"3161-10","US_","3161-10-1","Jd. Colorado","1","64237"
"3206-10","US_","3206-10-0","Conj. Chaparral","0","53387"
"3301-10","USD","3301-10-0","Term. Pq. D. Pedro Ii","0","71866"
"3301-10","USD","3301-10-1","Term. São Miguel","1","71867"
"3390-10","USD","3390-10-0","Term. Pq. D. Pedro Ii","0","68782"
"3390-10","USD","3390-10-1","São Mateus","1","68783"
"3414-10","US_","3414-10-0","Term. Pq. D. Pedro Ii","0","69883"
"3414-10","US_","3414-10-1","Vl. Dalila","1","69884"
"342C-10","USD","342C-10-0","Penha","0","61174"
"342C-10","USD","342C-10-1","Jd. Marília","1","61175"
"342M-10","USD","342M-10-0","Term. Penha","0","69909"
"342M-10","USD","342M-10-1","Term. São Mateus","1","64986"
"342N-10","USD","342N-10-0","E.t. Itaquera","0","69506"
"3459-10","USD","3459-10-0","Term. Pq. D. Pedro Ii","0","56954"
"3459-10","USD","3459-10-1","Itaim Paulista","1","70142"
"3459-21","U__","3459-21-0","Term. Pq. D. Pedro Ii","0","56994"
"3459-23","U__","3459-23-0","Itaim Paulista","0","70145"
"3459-24","U__","3459-24-0","Term. Pq. D. Pedro Ii","0","56995"
"3462-10","USD","3462-10-0","Metrô Tatuapé","0","72351"
"3462-10","USD","3462-10-1","Vl. Santana","1","72352"
"3462-41","U__","3462-41-0","Metrô Tatuapé","0","72466"
"351F-10","USD","351F-10-0","Term. Vl. Carrão","0","53601"
"351F-10","USD","351F-10-1","Jaçanã","1","53602"
"352A-10","USD","352A-10-0","Term. São Mateus","0","63719"
"352A-10","USD","352A-10-1","Jd. Helena","1","70150"
"3539-10","USD","3539-10-0","Metrô Bresser","0","62009"
"3539-10","USD","3539-10-1","Cid. Tiradentes","1","69389"
"354M-10","USD","354M-10-0","Term. São Mateus","0","63126"
"354M-10","USD","354M-10-1","Term. São Miguel","1","70151"
"364A-10","USD","364A-10-0","Shop. Aricanduva","0","72005"
"364A-10","USD","364A-10-1","Hosp. Ipiranga","1","72006"
"3686-10","US_","3686-10-0","Term. Pq. D. Pedro Ii","0","71874"
"3686-10","US_","3686-10-1","Jd. São Paulo","1","71875"
"3712-10","USD","3712-10-0","Metrô Itaquera","0","71774"
"3712-10","USD","3712-10-1","Jd. São João","1","71775"
"3712-51","USD","3712-51-0","Metrô Itaquera","0","71780"
"3712-51","USD","3712-51-1","Vl. Cosmopolita","1","71779"
"3718-10","USD","3718-10-0","Nova America","0","70076"
"3721-10","USD","3721-10-0","Metrô Artur Alvim","0","71993"
"3721-10","USD","3721-10-1","Shop. Aricanduva","1","71994"
"3721-41","USD","3721-41-0","Metrô Itaquera","0","71998"
"3721-41","USD","3721-41-1","Shop. Aricanduva","1","71999"
"3722-10","US_","3722-10-0","Metrô Penha","0","68822"
"3722-10","US_","3722-10-1","Cohab José Bonifácio","1","71064"
"3725-10","USD","3725-10-0","Vl. Dalila","0","70077"
"3725-41","USD","3725-41-0","Vl. Aricanduva","0","63834"
"3728-10","USD","3728-10-0","Pq. Savoy City","0","70078"
"3728-41","USD","3728-41-0","Pq. Nova Savoy","0","61668"
"3729-10","USD","3729-10-0","Metrô Carrão","0","71381"
"3729-10","USD","3729-10-1","Shop. Aricanduva","1","71055"
"372F-10","U__","372F-10-0","Metrô Bresser","0","68412"
"372F-10","U__","372F-10-1","Univ. São Judas Tadeu","1","71285"
"372U-10","USD","372U-10-0","Metrô Tatuapé","0","47323"
"372U-10","USD","372U-10-1","Vl. Sta. Isabel","1","65216"
"3731-10","USD","3731-10-0","Metrô Vl. Matilde","0","71636"
"3731-10","USD","3731-10-1","Shop. Aricanduva","1","71637"
"3732-10","USD","3732-10-0","Metrô Itaquera","0","72118"
"3732-10","USD","3732-10-1","Cptm José Bonifácio","1","72119"
"3734-10","USD","3734-10-0","Metrô Artur Alvim","0","68825"
"3734-10","USD","3734-10-1","Cid. Lider","1","71058"
"3735-10","USD","3735-10-0","Jd. São João ","0","59835"
"3735-21","U__","3735-21-0","Jd. São João ","0","59474"
"3735-41","USD","3735-41-0","Jd. São José","0","68975"
"3736-10","USD","3736-10-0","Metrô Artur Alvim","0","68824"
"3736-10","USD","3736-10-1","Jd. Nsa. Sra. Do Carmo","1","60777"
"3737-10","USD","3737-10-0","Metrô Guilhermina/esperança","0","68851"
"3737-10","USD","3737-10-1","Shop. Aricanduva","1","68684"
"3737-31","USD","3737-31-0","Circular","0","63684"
"3738-10","USD","3738-10-0","Metrô Itaquera","0","71832"
"3738-10","USD","3738-10-1","Cohab Juscelino","1","71833"
"3739-10","USD","3739-10-0","Metrô Itaquera","0","70481"
"3739-10","USD","3739-10-1","Recanto Verde Sol","1","70482"
"373L-10","USD","373L-10-0","Metrô Itaquera","0","72098"
"373L-10","USD","373L-10-1","Jd. Limoeiro","1","72099"
"373M-10","USD","373M-10-0","Shop. Metrô Tatuapé","0","64619"
"373M-10","USD","373M-10-1","Jd. Guairacá","1","64620"
"373T-10","USD","373T-10-0","Metrô Bresser","0","69424"
"373T-10","USD","373T-10-1","Jd. Itápolis","1","72008"
"3741-10","USD","3741-10-0","Metrô Itaquera","0","70440"
"3741-10","USD","3741-10-1","Cptm D. Bosco","1","70441"
"3742-10","USD","3742-10-0","Metrô Itaquera","0","71772"
"3742-10","USD","3742-10-1","Jd. Laranjeira","1","71773"
"3743-10","USD","3743-10-0","Metrô Itaquera","0","70471"
"3743-10","USD","3743-10-1","São Mateus","1","70472"
"3745-10","USD","3745-10-0","Metrô Tatuapé","0","71421"
"3745-10","USD","3745-10-1","Jd. Imperador","1","71070"
"3746-10","USD","3746-10-0","Metrô Belém","0","69561"
"3746-10","USD","3746-10-1","Jd. Imperador","1","69562"
"3746-31","U__","3746-31-0","Metrô Belém","0","69571"
"3746-31","U__","3746-31-1","Jd. Imperador","1","69572"
"3749-10","USD","3749-10-0","Term. Vl. Carrão","0","68826"
"3749-10","USD","3749-10-1","Guaianazes","1","62024"
"374M-10","USD","374M-10-0","Metrô Itaquera","0","72359"
"374M-10","USD","374M-10-1","Cptm Ermelino Matarazzo","1","72360"
"374V-10","USD","374V-10-0","Metrô Itaquera","0","72532"
"374V-10","USD","374V-10-1","Jd. Santana","1","72533"
"3751-10","USD","3751-10-0","Metrô Itaquera","0","72100"
"3751-10","USD","3751-10-1","Cohab Prestes Maia","1","72101"
"3754-10","USD","3754-10-0","Metrô Itaquera","0","70454"
"3754-10","USD","3754-10-1","Inácio Monteiro","1","70455"
"3756-10","USD","3756-10-0","Metrô Itaquera ","0","70458"
"3756-10","USD","3756-10-1","Barro Branco","1","70459"
"3761-10","USD","3761-10-0","Metrô Carrão","0","46172"
"3761-10","USD","3761-10-1","3a. Divisão","1","71800"
"3762-10","USD","3762-10-0","Metrô Tatuapé","0","63881"
"3762-10","USD","3762-10-1","Jd. Iva","1","53119"
"3763-10","USD","3763-10-0","Metrô Tatuapé","0","67943"
"3763-10","USD","3763-10-1","Term. Vl. Carrão","1","67944"
"3766-10","USD","3766-10-0","Metrô Itaquera","0","70442"
"3766-10","USD","3766-10-1","Cohab Ii","1","70443"
"3768-10","USD","3768-10-0","Cptm José Bonifácio","0","51194"
"3768-10","USD","3768-10-1","Vl. Yolanda","1","60063"
"3773-10","USD","3773-10-0","Metrô Carrão","0","63755"
"3773-10","USD","3773-10-1","Res. Sta. Bárbara","1","63756"
"3778-10","USD","3778-10-0","Metrô Carrão","0","71266"
"3778-10","USD","3778-10-1","Jd. Sta. Terezinha","1","60059"
"3785-10","USD","3785-10-0","Metrô Itaquera","0","70477"
"3785-10","USD","3785-10-1","Cohab Barro Branco","1","70478"
"3787-10","USD","3787-10-0","Metrô Itaquera","0","70475"
"3787-10","USD","3787-10-1","Cid. Tiradentes","1","70476"
"3789-10","USD","3789-10-0","Metrô Itaquera","0","71837"
"3789-10","USD","3789-10-1","Cid. Tiradentes","1","71803"
"3791-10","USD","3791-10-0","Metrô Artur Alvim","0","71271"
"3791-10","USD","3791-10-1","Shop. Aricanduva","1","71269"
"3795-10","USD","3795-10-0","Metrô Itaquera","0","70452"
"3795-10","USD","3795-10-1","Jd. São Carlos","1","70453"
"3796-10","USD","3796-10-0","Metrô Itaquera","0","70420"
"3796-10","USD","3796-10-1","Gleba Do Pessego","1","70421"
"3901-10","USD","3901-10-0","Metrô Penha","0","60829"
"3901-10","USD","3901-10-1","Jd. Danfer","1","60830"
"3902-10","USD","3902-10-0","Cptm Guaianazes","0","70191"
"3902-10","USD","3902-10-1","Cptm Jd. Romano","1","70192"
"3903-10","US_","3903-10-0","Penha","0","71327"
"3903-10","US_","3903-10-1","Jd. Vl. Nova","1","71328"
"390E-10","USD","390E-10-0","Term. Pq. D. Pedro Ii","0","59707"
"390E-10","USD","390E-10-1","Term. Penha","1","59708"
"4001-10","USD","4001-10-0","Term. Vl. Carrão","0","68827"
"4001-10","USD","4001-10-1","Itaquera","1","61728"
"4002-10","USD","4002-10-0","Term. Vl. Carrão","0","62364"
"4002-10","USD","4002-10-1","Guaianazes","1","62023"
"4003-10","US_","4003-10-0","E.t. Itaquera","0","63809"
"4003-10","US_","4003-10-1","Inácio Monteiro","1","68734"
"4004-10","USD","4004-10-0","Barro Branco","0","54008"
"4005-10","USD","4005-10-0","Barro Branco","0","54010"
"4006-10","USD","4006-10-0","Circular","0","65291"
"4006-21","U__","4006-21-0","Circular","0","65292"
"4007-10","USD","4007-10-0","Term. Vl. Carrão","0","68818"
"4007-10","USD","4007-10-1","Cohab Juscelino","1","68819"
"4008-10","USD","4008-10-0","Term. Vl. Carrão","0","71549"
"4008-10","USD","4008-10-1","Jd. Cibele","1","69213"
"4008-21","U__","4008-21-0","Circular","0","66600"
"4010-10","US_","4010-10-0","Term. Vl. Carrão","0","67956"
"4010-10","US_","4010-10-1","Jd. Nsa. Sra. Do Carmo","1","67957"
"4011-10","USD","4011-10-0","Term. São Mateus","0","69910"
"4011-10","USD","4011-10-1","Jd. Limoeiro","1","69930"
"4012-10","USD","4012-10-0","Term. São Mateus","0","58477"
"4012-10","USD","4012-10-1","Jd. Iguatemi","1","69911"
"4013-10","USD","4013-10-0","Term. São Mateus","0","58471"
"4013-10","USD","4013-10-1","Jd. Sto. André","1","63299"
"4014-10","US_","4014-10-0","Term. Vl. Carrão","0","53972"
"4014-10","US_","4014-10-1","Jd. Vl. Carrão","1","53969"
"4015-10","US_","4015-10-0","Jd. Rodolfo Pirani","0","58466"
"4016-10","US_","4016-10-0","Jd. Rodolfo Pirani","0","58463"
"4017-10","USD","4017-10-0","Metalúrgicos","0","69917"
"4017-10","USD","4017-10-1","Vl. Yolanda","1","69918"
"4018-10","USD","4018-10-0","Term. São Mateus","0","69919"
"4018-10","USD","4018-10-1","Metalúrgicos","1","69921"
"4019-10","USD","4019-10-0","Circular","0","65300"
"4020-10","USD","4020-10-0","Jd. Novo Horizonte","0","70079"
"4021-10","USD","4021-10-0","Vl. Chuca","0","71987"
"4024-10","USD","4024-10-0","E.t. Itaquera","0","69922"
"4024-10","USD","4024-10-1","Cohab Fazenda Do Carmo","1","69923"
"4025-10","USD","4025-10-0","Metrô Tatuapé","0","71699"
"4025-10","USD","4025-10-1","Vl. Califórnia","1","71700"
"4027-10","USD","4027-10-0","Jd. Sto. André","0","71816"
"4027-10","USD","4027-10-1","Hosp. São Mateus","1","71817"
"4027-41","USD","4027-41-0","São Mateus","0","59873"
"4027-41","USD","4027-41-1","Morro Do Cruzeiro","1","59874"
"4028-10","USD","4028-10-0","Div. De Mauá","0","61798"
"4028-10","USD","4028-10-1","Hosp. São Mateus","1","61799"
"4029-10","USD","4029-10-0","Term. Vl Prudente","0","69351"
"4029-10","USD","4029-10-1","São Mateus","1","69352"
"4030-10","USD","4030-10-0","Shop. Aricanduva","0","71565"
"4030-10","USD","4030-10-1","Fazenda Da Juta","1","71566"
"4031-10","USD","4031-10-0","Metrô Tamanduateí","0","63971"
"4031-10","USD","4031-10-1","Pq. Sta. Madalena","1","63869"
"4032-10","USD","4032-10-0","Objetivo Unip","0","72010"
"4032-10","USD","4032-10-1","Vl. Das Mercês","1","72011"
"4033-10","USD","4033-10-0","Nova Conquista","0","72012"
"4033-10","USD","4033-10-1","Jd. Guairacá","1","63314"
"403A-10","USD","403A-10-0","Term. Penha","0","68816"
"403A-10","USD","403A-10-1","Cptm José Bonifácio","1","69924"
"4051-10","USD","4051-10-0","Cptm Guaianazes","0","60943"
"4051-10","USD","4051-10-1","Jd. São Paulo","1","60944"
"4052-10","USD","4052-10-0","Metrô Itaquera","0","70509"
"4052-10","USD","4052-10-1","Cptm Guaianazes","1","70510"
"4053-10","USD","4053-10-0","Cptm Guaianazes","0","71093"
"4055-10","USD","4055-10-0","Vl. Solange","0","70980"
"4056-10","USD","4056-10-0","Term. São Mateus","0","71428"
"4056-10","USD","4056-10-1","Pq. Boa Esperança","1","71429"
"407A-10","US_","407A-10-0","Lgo. Da Concórdia","0","57650"
"407A-10","US_","407A-10-1","Shop. Aricanduva","1","57651"
"407E-10","USD","407E-10-0","Metrô Carrão","0","50784"
"407E-10","USD","407E-10-1","Jd. Sto. André","1","72200"
"407F-10","USD","407F-10-0","Metrô Belém","0","71868"
"407F-10","USD","407F-10-1","Term. São Mateus","1","71869"
"407G-10","USD","407G-10-0","Metrô Carrão","0","60574"
"407G-10","USD","407G-10-1","Jd. Nova Vitória","1","69934"
"407H-10","USD","407H-10-0","Metrô Itaquera","0","72326"
"407H-10","USD","407H-10-1","Jd. São Francisco","1","72327"
"407I-10","US_","407I-10-0","Metrô Bresser","0","63287"
"407I-10","US_","407I-10-1","Conj. Manoel Da Nóbrega","1","63288"
"407J-10","USD","407J-10-0","Metrô Tatuapé","0","62369"
"407J-10","USD","407J-10-1","Jd. Soares","1","62031"
"407K-10","US_","407K-10-0","Metrô Carrão","0","60671"
"407K-10","US_","407K-10-1","Term. São Mateus","1","60672"
"407L-10","USD","407L-10-0","Metrô Guilhermina/esperança","0","56625"
"407L-10","USD","407L-10-1","Barro Branco","1","56626"
"407M-10","USD","407M-10-0","Metrô Vl. Mariana","0","64550"
"407N-10","USD","407N-10-0","Metrô Penha","0","54128"
"407N-10","USD","407N-10-1","Term. Cid. Tiradentes","1","68193"
"407P-10","USD","407P-10-0","Metrô Tatuapé","0","69936"
"407P-10","USD","407P-10-1","Term. Cid. Tiradentes","1","69937"
"407R-10","USD","407R-10-0","Metrô Belém","0","53970"
"407R-10","USD","407R-10-1","Term. Vl. Carrão","1","53971"
"407T-10","USD","407T-10-0","Metrô Itaquera","0","70456"
"407T-10","USD","407T-10-1","Jd. Redil","1","70457"
"407W-10","U__","407W-10-0","Metrô Carrão","0","70930"
"407W-10","U__","407W-10-1","Jd. Iv Centenário","1","70944"
"407Y-10","U__","407Y-10-0","Metrô Vl. Prudente","0","69478"
"4085-10","USD","4085-10-0","Metrô Itaquera","0","62047"
"4085-10","USD","4085-10-1","Cohab Fazenda Do Carmo","1","59375"
"4086-10","USD","4086-10-0","Circular","0","59454"
"408A-10","USD","408A-10-0","Cardoso De Almeida","0","68698"
"408A-10","USD","408A-10-1","Machado De Assis","1","68697"
"4092-10","USD","4092-10-0","Setor Iib","0","61802"
"4093-10","USD","4093-10-0","Term. Cid. Tiradentes","0","59430"
"4093-10","USD","4093-10-1","Cid. Tiradentes","1","59431"
"4111-10","US_","4111-10-0","Pça. Da República","0","69384"
"4112-10","U__","4112-10-0","Pça. Da República","0","45025"
"4113-10","USD","4113-10-0","Pça. Da República","0","44331"
"4114-10","USD","4114-10-0","Term. Pq. D. Pedro Ii","0","70900"
"4114-10","USD","4114-10-1","Vl. Gumercindo","1","70901"
"4115-10","USD","4115-10-0","Pça. Da República","0","59000"
"414P-10","USD","414P-10-0","Term. Norte Metrô Carrão","0","71514"
"414P-10","USD","414P-10-1","Vl. Industrial","1","71515"
"4210-10","USD","4210-10-0","Term. Pq. D. Pedro Ii","0","56949"
"4210-10","USD","4210-10-1","Term. Cid. Tiradentes","1","62610"
"4221-10","USD","4221-10-0","Term. Pq. D. Pedro Ii","0","68417"
"4221-10","USD","4221-10-1","Jd. Planalto","1","72126"
"4222-10","U__","4222-10-0","Mooca","0","65342"
"425E-10","USD","425E-10-0","Term. Sapopemba","0","70793"
"425E-10","USD","425E-10-1","Jd. Ester","1","70923"
"4284-10","USD","4284-10-0","Term. Vl. Prudente","0","69824"
"4284-10","USD","4284-10-1","Vl. Califórnia","1","69827"
"4286-10","US_","4286-10-0","Term. Vl Prudente","0","69302"
"4286-10","US_","4286-10-1","Vl. Industrial","1","69303"
"4288-10","USD","4288-10-0","Term. Pq. D. Pedro Ii","0","69308"
"4288-10","USD","4288-10-1","Pq. Santa Madalena","1","69309"
"4310-10","USD","4310-10-0","Term. Pq. D. Pedro Ii","0","63429"
"4310-10","USD","4310-10-1","E.t. Itaquera","1","63430"
"4310-21","U__","4310-21-0","Term. Pq. D. Pedro Ii","0","63213"
"4311-10","USD","4311-10-0","Term. Pq. D. Pedro Ii","0","60663"
"4311-10","USD","4311-10-1","Term. São Mateus","1","60664"
"4312-10","US_","4312-10-0","Term. Pq. D. Pedro Ii","0","59691"
"4312-10","US_","4312-10-1","Jd. Marília","1","59692"
"4313-10","USD","4313-10-0","Term. Pq. D. Pedro Ii","0","62899"
"4313-10","USD","4313-10-1","Term. Cid. Tiradentes","1","62900"
"4314-10","US_","4314-10-0","Term. Pq. D. Pedro Ii","0","68828"
"4314-10","US_","4314-10-1","Inácio Monteiro","1","60603"
"4315-10","USD","4315-10-0","Term. Pq. D. Pedro Ii","0","56951"
"4315-10","USD","4315-10-1","Term. Vl. Carrão","1","60604"
"4491-10","USD","4491-10-0","Term. Pq. D. Pedro Ii","0","57045"
"4491-10","USD","4491-10-1","Zoológico","1","57046"
"4706-10","USD","4706-10-0","Metrô Vl. Mariana","0","71876"
"4706-10","USD","4706-10-1","Jd. Maria Estela Ii","1","71877"
"4708-10","USD","4708-10-0","Metrô Vl. Mariana","0","71883"
"4708-10","USD","4708-10-1","Jd. Clímax","1","71884"
"4709-10","USD","4709-10-0","Metrô Vl. Mariana","0","71878"
"4709-10","USD","4709-10-1","Jd. São Savério","1","71879"
"4716-10","USD","4716-10-0","Metrô Sta. Cruz","0","63890"
"4716-10","USD","4716-10-1","Sacomã","1","63891"
"4717-10","USD","4717-10-0","Metrô Saúde","0","60000"
"4718-10","USD","4718-10-0","Metrô Sta. Cruz","0","62088"
"4721-10","USD","4721-10-0","Metrô Jabaquara","0","70402"
"4721-10","USD","4721-10-1","Shop. Plaza Sul","1","54654"
"4724-10","USD","4724-10-0","Vl. Nhocuné","0","70340"
"4725-10","USD","4725-10-0","Shop. Ibirapuera","0","53653"
"4726-10","USD","4726-10-0","Metrô Tatuapé","0","63239"
"4726-10","USD","4726-10-1","Mooca","1","63240"
"4727-10","USD","4727-10-0","Metrô Pça. Da áRvore","0","72133"
"4727-10","USD","4727-10-1","Jd. Clímax","1","72134"
"4729-10","USD","4729-10-0","Metrô Belém","0","63231"
"4729-10","USD","4729-10-1","Pq. Bancário","1","63304"
"4732-10","USD","4732-10-0","Metrô Saúde","0","71338"
"4732-10","USD","4732-10-1","Vl. Liviero","1","71339"
"4732-31","USD","4732-31-0","Metrô Saúde","0","71361"
"4732-31","USD","4732-31-1","Vl. Liviero","1","72135"
"4734-10","USD","4734-10-0","Metrô Saúde","0","72016"
"4734-10","USD","4734-10-1","Vl. Moraes","1","72015"
"4734-21","U__","4734-21-0","Metrô Saúde","0","64885"
"4735-10","US_","4735-10-0","São Mateus","0","68242"
"4742-10","USD","4742-10-0","Metrô São Judas","0","53671"
"475M-10","USD","475M-10-0","Term. Amaral Gurgel","0","72156"
"475M-10","USD","475M-10-1","Jd. Da Saúde","1","59601"
"475R-10","USD","475R-10-0","Term. Pq. D. Pedro Ii","0","71366"
"475R-10","USD","475R-10-1","Jd. São Savério","1","71367"
"476A-10","USD","476A-10-0","Term. Sto. Amaro","0","69062"
"476A-10","USD","476A-10-1","Ipiranga","1","69063"
"476G-10","USD","476G-10-0","Ibirapuera","0","60912"
"476G-10","USD","476G-10-1","Jd. Elba","1","69830"
"476G-41","USD","476G-41-0","Metrô Ana Rosa","0","55239"
"476G-41","USD","476G-41-1","Vl. Industrial","1","69831"
"476L-10","USD","476L-10-0","Lar Esc. São Francisco","0","70334"
"477A-10","USD","477A-10-0","Term. Pinheiros","0","71368"
"477A-10","USD","477A-10-1","Sacomã","1","71369"
"477P-10","USD","477P-10-0","Rio Pequeno","0","63012"
"477P-10","USD","477P-10-1","Ipiranga","1","53600"
"477U-10","US_","477U-10-0","Metrô Vl. Mariana","0","68111"
"477U-10","US_","477U-10-1","Heliópolis","1","68112"
"478P-10","USD","478P-10-0","Vl. Romana","0","63893"
"478P-10","USD","478P-10-1","Sacomã","1","63894"
"5010-10","USD","5010-10-0","Sto. Amaro","0","51338"
"5010-10","USD","5010-10-1","Jabaquara","1","64388"
"5011-10","USD","5011-10-0","Sto. Amaro","0","58929"
"5011-10","USD","5011-10-1","Eldorado","1","58930"
